2025-05-19 02:22:26,238 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /home/jepsen/zookeeper-v3.4/conf/zoo.cfg
2025-05-19 02:22:48,993 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00003 at /128.110.218.193:55864
2025-05-19 02:22:48,994 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00003
2025-05-19 02:22:49,325 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55876
2025-05-19 02:22:49,329 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:55876
2025-05-19 02:22:49,408 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55882
2025-05-19 02:22:49,408 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:55882
2025-05-19 02:22:49,590 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55892
2025-05-19 02:22:49,590 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:55892
2025-05-19 02:22:50,072 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55908
2025-05-19 02:22:50,072 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00002 at /128.110.218.193:55908
2025-05-19 02:22:50,073 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00002
2025-05-19 02:22:50,328 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55910
2025-05-19 02:22:50,328 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00001 at /128.110.218.193:55910
2025-05-19 02:22:50,328 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00001
2025-05-19 02:22:50,428 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55914
2025-05-19 02:22:50,428 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00006 at /128.110.218.193:55914
2025-05-19 02:22:50,428 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00006
2025-05-19 02:22:51,570 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00000 for client /128.110.218.193:55830, probably expired
2025-05-19 02:22:51,571 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00008 for client /128.110.218.193:55832, probably expired
2025-05-19 02:22:51,571 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55830 which had sessionid 0x6441ed00000
2025-05-19 02:22:51,572 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00005 for client /128.110.218.193:55834, probably expired
2025-05-19 02:22:51,572 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00004 for client /128.110.218.193:55850, probably expired
2025-05-19 02:22:51,572 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55832 which had sessionid 0x6441ed00008
2025-05-19 02:22:51,573 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00003 for client /128.110.218.193:55864, probably expired
2025-05-19 02:22:51,574 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00002 for client /128.110.218.193:55908, probably expired
2025-05-19 02:22:51,574 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55850 which had sessionid 0x6441ed00004
2025-05-19 02:22:51,574 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00001 for client /128.110.218.193:55910, probably expired
2025-05-19 02:22:51,575 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55834 which had sessionid 0x6441ed00005
2025-05-19 02:22:51,575 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed00006 for client /128.110.218.193:55914, probably expired
2025-05-19 02:22:51,576 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55864 which had sessionid 0x6441ed00003
2025-05-19 02:22:51,576 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55910 which had sessionid 0x6441ed00001
2025-05-19 02:22:51,577 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55908 which had sessionid 0x6441ed00002
2025-05-19 02:22:51,578 [myid:0] - INFO  [CommitProcessor:0:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55914 which had sessionid 0x6441ed00006
2025-05-19 02:22:51,578 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@236] - Ignoring unexpected runtime exception
java.nio.channels.CancelledKeyException
	at java.base/sun.nio.ch.SelectionKeyImpl.ensureValid(SelectionKeyImpl.java:71)
	at java.base/sun.nio.ch.SelectionKeyImpl.readyOps(SelectionKeyImpl.java:130)
	at org.apache.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:205)
	at java.base/java.lang.Thread.run(Thread.java:829)
2025-05-19 02:22:51,579 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0000b with negotiated timeout 5000 for client /128.110.218.193:55876
2025-05-19 02:22:51,580 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0000c with negotiated timeout 5000 for client /128.110.218.193:55882
2025-05-19 02:22:51,580 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0000d with negotiated timeout 5000 for client /128.110.218.193:55892
2025-05-19 02:22:51,675 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55916
2025-05-19 02:22:51,676 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:55916
2025-05-19 02:22:51,676 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55926
2025-05-19 02:22:51,677 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:55926
2025-05-19 02:22:51,677 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:55928
2025-05-19 02:22:51,677 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:55928
2025-05-19 02:22:51,677 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0000e with negotiated timeout 5000 for client /128.110.218.193:55916
2025-05-19 02:22:51,678 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0000f with negotiated timeout 5000 for client /128.110.218.193:55926
2025-05-19 02:22:51,679 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00010 with negotiated timeout 5000 for client /128.110.218.193:55928
2025-05-19 02:22:53,616 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55882 which had sessionid 0x6441ed0000c
2025-05-19 02:22:53,617 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51656
2025-05-19 02:22:53,618 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51656
2025-05-19 02:22:53,619 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00011 with negotiated timeout 5000 for client /128.110.218.193:51656
2025-05-19 02:22:57,378 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51670
2025-05-19 02:22:57,379 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51670
2025-05-19 02:22:57,392 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51676
2025-05-19 02:22:57,392 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51676
2025-05-19 02:22:58,529 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51692
2025-05-19 02:22:58,530 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51692
2025-05-19 02:22:58,721 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00010, likely client has closed socket
2025-05-19 02:22:58,722 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55928 which had sessionid 0x6441ed00010
2025-05-19 02:22:58,722 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0000d, likely client has closed socket
2025-05-19 02:22:58,723 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55892 which had sessionid 0x6441ed0000d
2025-05-19 02:22:58,723 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0000e, likely client has closed socket
2025-05-19 02:22:58,724 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55916 which had sessionid 0x6441ed0000e
2025-05-19 02:22:58,724 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0000b, likely client has closed socket
2025-05-19 02:22:58,724 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55876 which had sessionid 0x6441ed0000b
2025-05-19 02:22:58,724 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0000f, likely client has closed socket
2025-05-19 02:22:58,725 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:55926 which had sessionid 0x6441ed0000f
2025-05-19 02:22:58,725 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00011, likely client has closed socket
2025-05-19 02:22:58,726 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51656 which had sessionid 0x6441ed00011
2025-05-19 02:22:59,221 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51702
2025-05-19 02:22:59,221 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51702
2025-05-19 02:22:59,420 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51712
2025-05-19 02:22:59,420 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51712
2025-05-19 02:22:59,643 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51714
2025-05-19 02:22:59,644 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51714
2025-05-19 02:22:59,788 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51728
2025-05-19 02:22:59,789 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51728
2025-05-19 02:22:59,823 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51734
2025-05-19 02:22:59,824 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51734
2025-05-19 02:23:00,299 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51736
2025-05-19 02:23:00,299 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed0000d at /128.110.218.193:51736
2025-05-19 02:23:00,299 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed0000d
2025-05-19 02:23:02,002 [myid:0] - INFO  [CommitProcessor:0:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51736 which had sessionid 0x6441ed0000d
2025-05-19 02:23:02,004 [myid:0] - INFO  [QuorumPeer[myid=0]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@687] - Invalid session 0x6441ed0000d for client null, probably expired
2025-05-19 02:23:02,008 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00012 with negotiated timeout 5000 for client /128.110.218.193:51670
2025-05-19 02:23:02,009 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00013 with negotiated timeout 5000 for client /128.110.218.193:51676
2025-05-19 02:23:02,009 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00014 with negotiated timeout 5000 for client /128.110.218.193:51692
2025-05-19 02:23:02,010 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00015 with negotiated timeout 5000 for client /128.110.218.193:51702
2025-05-19 02:23:02,010 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00016 with negotiated timeout 5000 for client /128.110.218.193:51712
2025-05-19 02:23:02,011 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00017 with negotiated timeout 5000 for client /128.110.218.193:51714
2025-05-19 02:23:02,012 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00018 with negotiated timeout 5000 for client /128.110.218.193:51728
2025-05-19 02:23:02,012 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed00019 with negotiated timeout 5000 for client /128.110.218.193:51734
2025-05-19 02:23:02,104 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:51738
2025-05-19 02:23:02,105 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:51738
2025-05-19 02:23:02,107 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0001a with negotiated timeout 5000 for client /128.110.218.193:51738
2025-05-19 02:23:03,619 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51702 which had sessionid 0x6441ed00015
2025-05-19 02:23:03,620 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60582
2025-05-19 02:23:03,621 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60582
2025-05-19 02:23:03,622 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0001b with negotiated timeout 5000 for client /128.110.218.193:60582
2025-05-19 02:23:03,626 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51734 which had sessionid 0x6441ed00019
2025-05-19 02:23:03,628 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60592
2025-05-19 02:23:03,628 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60592
2025-05-19 02:23:03,630 [myid:0] - INFO  [CommitProcessor:0:ZooKeeperServer@694] - Established session 0x6441ed0001c with negotiated timeout 5000 for client /128.110.218.193:60592
2025-05-19 02:23:08,863 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00016, likely client has closed socket
2025-05-19 02:23:08,863 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51712 which had sessionid 0x6441ed00016
2025-05-19 02:23:08,864 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00013, likely client has closed socket
2025-05-19 02:23:08,864 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51676 which had sessionid 0x6441ed00013
2025-05-19 02:23:08,864 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00018, likely client has closed socket
2025-05-19 02:23:08,865 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51728 which had sessionid 0x6441ed00018
2025-05-19 02:23:08,866 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0001c, likely client has closed socket
2025-05-19 02:23:08,867 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60592 which had sessionid 0x6441ed0001c
2025-05-19 02:23:08,867 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00014, likely client has closed socket
2025-05-19 02:23:08,867 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51692 which had sessionid 0x6441ed00014
2025-05-19 02:23:08,868 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0001a, likely client has closed socket
2025-05-19 02:23:08,868 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51738 which had sessionid 0x6441ed0001a
2025-05-19 02:23:08,868 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed0001b, likely client has closed socket
2025-05-19 02:23:08,868 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:60582 which had sessionid 0x6441ed0001b
2025-05-19 02:23:08,869 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00017, likely client has closed socket
2025-05-19 02:23:08,869 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51714 which had sessionid 0x6441ed00017
2025-05-19 02:23:08,869 [myid:0] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x6441ed00012, likely client has closed socket
2025-05-19 02:23:08,869 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /128.110.218.193:51670 which had sessionid 0x6441ed00012
2025-05-19 02:23:09,180 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60606
2025-05-19 02:23:09,181 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60606
2025-05-19 02:23:09,391 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60622
2025-05-19 02:23:09,392 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60622
2025-05-19 02:23:09,419 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60630
2025-05-19 02:23:09,419 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60630
2025-05-19 02:23:09,492 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60646
2025-05-19 02:23:09,493 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60646
2025-05-19 02:23:09,885 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60660
2025-05-19 02:23:09,886 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /128.110.218.193:60660
2025-05-19 02:23:10,222 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60676
2025-05-19 02:23:10,223 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00016 at /128.110.218.193:60676
2025-05-19 02:23:10,223 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00016
2025-05-19 02:23:10,245 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60692
2025-05-19 02:23:10,246 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed0001b at /128.110.218.193:60692
2025-05-19 02:23:10,246 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed0001b
2025-05-19 02:23:10,495 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /128.110.218.193:60696
2025-05-19 02:23:10,496 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x6441ed00012 at /128.110.218.193:60696
2025-05-19 02:23:10,496 [myid:0] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:Learner@108] - Revalidating client: 0x6441ed00012
